P_NAME,P_STATUS,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-1384 b,3.0,,15.362628,,,,,,,296.21517,39.527049,15.384,618.0,-0.06,0.78,0.74,,4.57,4919.0,4.6,,0.11130588,0.11130588,0.11130588,0.11130588,23.185859,23.185859,23.185859,559.05007,559.05007,559.05007,Superterran,0.74,0.28724956,0.42139075,1.0221583,0.53375434,0.9690974,0.56491449,0.9690974,0.51528298,0.9690974,1.4470831,0.42690688,0.42420496,0,0,0,0.31313066,1.93933,4.4203935,0.11130588
Kepler-1385 b,3.0,,2.8887986,,,,,,,282.63137,46.481106,12.858,527.0,0.41,1.15,1.29,,4.37,5732.0,4.27,,0.041580242,0.041580242,0.041580242,0.041580243,930.93376,930.93376,930.93376,1407.2608,1407.2608,1407.2608,Terran,1.29,1.6095067,0.95471726,2.2520764,1.2092693,2.1351731,1.2787867,2.1351731,1.1673247,2.1351731,3.4253911,1.9639396,0.47922304,0,0,0,0.29215032,0.85196,0.54727185,0.041580242
Kepler-1386 b,3.0,,6.7397238,,,,,,,280.82339,42.636056,14.455,838.0,0.11,1.02,1.03,,5.01,5733.0,4.41,,0.070275565,0.070275565,0.070275565,0.070275567,207.91325,207.91325,207.91325,967.42087,967.42087,967.42087,Terran,1.03,1.0268118,0.76251405,1.7986403,0.96581975,1.7052745,1.021341,1.7052745,0.93231933,1.7052745,2.7359566,1.8902026,0.4710473,0,0,0,0.29544522,1.24431,2.0809278,0.070275565
Kepler-1387 b,3.0,,2.2795267,,,,,,,292.4404,43.209431,14.589,491.0,0.02,0.82,0.77,,4.37,5046.0,4.58,,0.031720787,0.031720787,0.031720787,0.031720787,342.27185,342.27185,342.27185,1095.8162,1095.8162,1095.8162,Terran,0.77,0.34439678,0.45864254,1.1068799,0.58093796,1.0494216,0.61476402,1.0494216,0.56083001,1.0494216,1.5845039,0.53992058,0.42813069,0,0,0,0.29655131,0.93043,0.75050199,0.031720787
Kepler-1388 b,3.0,,12.28546,,,,,,,283.33604,47.174535,16.279,492.0,0.02,0.63,0.61,,4.47,4098.0,4.67,,0.089306698,0.089306698,0.089306698,0.0893067,11.788758,11.788758,11.788758,472.07601,472.07601,472.07601,Neptunian,0.61,0.094023439,0.24814242,0.62502324,0.31431109,0.59257382,0.33299025,0.59257382,0.30342438,0.59257382,0.82790754,0.097017993,0.39360107,0,0,0,0.32628915,2.58951,7.2218056,0.089306698
Kepler-1388 c,3.0,,5.5360815,,,,,,,283.33604,47.174535,16.279,492.0,0.02,0.63,0.61,,4.47,4098.0,4.67,,0.05249179,0.05249179,0.05249179,0.052491792,34.123484,34.123484,34.123484,615.75543,615.75543,615.75543,Superterran,0.61,0.094023439,0.24814242,0.62502324,0.31431109,0.59257382,0.33299025,0.59257382,0.30342438,0.59257382,0.82790754,0.097017993,0.39360107,0,0,0,0.27910269,2.26442,5.7508411,0.05249179
Kepler-1388 d,3.0,,20.956816,,,,,,,283.33604,47.174535,16.279,492.0,0.02,0.63,0.61,,4.47,4098.0,4.67,,0.12749895,0.12749895,0.12749895,0.12749895,5.7839284,5.7839284,5.7839284,395.09418,395.09418,395.09418,Neptunian,0.61,0.094023439,0.24814242,0.62502324,0.31431109,0.59257382,0.33299025,0.59257382,0.30342438,0.59257382,0.82790754,0.097017993,0.39360107,0,0,0,0.39614025,2.85855,8.541399,0.12749895
Kepler-1388 e,3.0,,37.632708,,,,,,,283.33604,47.174535,16.279,492.0,0.02,0.63,0.61,,4.47,4098.0,4.67,,0.18836494,0.18836494,0.18836494,0.18836494,2.6499397,2.6499397,2.6499397,325.0528,325.0528,325.0528,Superterran,0.61,0.094023439,0.24814242,0.62502324,0.31431109,0.59257382,0.33299025,0.59257382,0.30342438,0.59257382,0.82790754,0.097017993,0.39360107,0,0,0,0.56313996,2.45499,6.5964694,0.18836494
Kepler-1389 b,3.0,,99.253095,,,,,,,285.71743,44.758423,14.699,521.0,-0.14,0.81,0.74,,2.09,5078.0,4.61,,0.39099148,0.39099148,0.39099148,0.39099149,2.1339699,2.1339699,2.1339699,307.9229,307.9229,307.9229,Superterran,0.74,0.32622923,0.44567995,1.0742623,0.56451859,1.0184973,0.59736729,1.0184973,0.54497782,1.0184973,1.542145,0.56810601,0.37706037,0,0,0,0.6772267,1.77118,3.7895405,0.39099148
Kepler-139 b,3.0,,15.771044,0.127,,,,,0.321,282.39196,43.889351,12.701,395.45,,,1.3,,,5594.0,4.25,,0.127,0.127,0.127,0.127,91.930105,91.930105,91.930105,788.8771,788.8771,788.8771,Neptunian,1.3,1.4827407,0.9238556,2.1878858,1.1701835,2.0743144,1.2376135,2.0743144,1.1296165,2.0743144,3.2877317,,,0,0,0,0.22556938,2.93702,8.9432821,0.127
Kepler-139 c,3.0,,157.07288,0.586,,,,,1.48,282.39196,43.889351,12.701,395.45,,,1.3,,,5594.0,4.25,,0.586,0.586,0.586,0.58600001,4.317874,4.317874,4.317874,367.2505,367.2505,367.2505,Neptunian,1.3,1.4827407,0.9238556,2.1878858,1.1701835,2.0743144,1.2376135,2.0743144,1.1296165,2.0743144,3.2877317,,,0,0,0,0.41470612,3.38542,11.383095,0.586
Kepler-1390 b,3.0,,6.4802167,,,,,,,298.66235,48.248764,14.421,760.0,-0.01,0.98,0.98,,4.47,5753.0,4.45,,0.067552994,0.067552994,0.067552994,0.067552996,206.55185,206.55185,206.55185,965.83332,965.83332,965.83332,Terran,0.98,0.94258016,0.72969548,1.7202916,0.92425041,1.6309928,0.97736423,1.6309928,0.89218924,1.6309928,2.6213374,1.9303647,0.45605594,0,0,0,0.29734988,1.17705,1.7431784,0.067552994
Kepler-1391 b,3.0,,54.409233,,,,,,,294.83102,46.659592,13.852,721.0,0.04,1.03,1.1,,5.5,5840.0,4.36,,0.283729,0.283729,0.283729,0.283729,15.664552,15.664552,15.664552,506.84411,506.84411,506.84411,Superterran,1.1,1.26103,0.83959366,1.9748661,1.0634476,1.8723526,1.1244733,1.8723526,1.0265445,1.8723526,3.031981,2.2790578,0.47998872,0,0,0,0.3523254,1.6815,3.4695604,0.283729
Kepler-1392 b,3.0,,15.14104,,,,,,,288.76698,46.394424,15.679,1117.0,-0.11,0.88,0.85,,4.68,5479.0,4.53,,0.1147557,0.1147557,0.1147557,0.1147557,44.297906,44.297906,44.297906,657.26531,657.26531,657.26531,Superterran,0.85,0.58335335,0.58333425,1.3863568,0.73887101,1.314392,0.78153492,1.314392,0.71326707,1.314392,2.0621945,1.163113,0.4433636,0,0,0,0.28617563,1.96175,4.5075054,0.1147557
Kepler-1393 b,3.0,,2.4435781,,,,,,,284.45946,40.142553,13.348,462.0,-0.09,0.95,0.92,,3.47,5697.0,4.5,,0.034895404,0.034895404,0.034895404,0.034895405,656.0134,656.0134,656.0134,1289.3567,1289.3567,1289.3567,Subterran,0.92,0.79882046,0.67399889,1.5914323,0.85370503,1.5088224,0.90281109,1.5088224,0.82409771,1.5088224,2.4131725,1.7352255,0.43270072,0,0,0,0.29048063,0.79591,0.42881536,0.034895404
Kepler-1394 b,3.0,,3.9376637,,,,,,,283.4532,45.084141,11.801,820.0,0.06,1.64,2.55,,1.91,6481.0,3.84,,0.057537358,0.057537358,0.057537358,0.05753736,3104.8259,3104.8259,3104.8259,1901.7535,1901.7535,1901.7535,Terran,2.55,10.278674,2.3060572,5.354388,2.9208511,5.0764488,3.0868959,5.0764488,2.8192103,5.0764488,8.6563004,8.004837,0.46990675,0,0,0,0.28398857,1.39004,2.511416,0.057537358
Kepler-1395 b,3.0,,3.7847065,,,,,,,292.33755,47.6642,12.581,507.0,0.12,1.17,1.23,,2.88,6138.0,4.33,,0.050071774,0.050071774,0.050071774,0.050071775,767.39763,767.39763,767.39763,1340.9112,1340.9112,1340.9112,Subterran,1.23,1.9240059,1.0184155,2.3791337,1.2899366,2.2556354,1.3636196,2.2556354,1.2451157,2.2556354,3.7451307,3.9677841,0.44962682,0,0,0,0.29017062,0.79591,0.42881536,0.050071774
Kepler-1396 b,3.0,,18.220642,,,,,,,294.33647,44.918293,14.544,1236.0,0.04,1.18,1.27,,2.75,6195.0,4.3,,0.14316802,0.14316802,0.14316802,0.14316802,103.8411,103.8411,103.8411,813.27465,813.27465,813.27465,Superterran,1.27,2.1284396,1.0674476,2.4908294,1.3520391,2.3615332,1.4292053,2.3615332,1.3050485,2.3615332,3.9390767,4.3884263,0.44744634,0,0,0,0.26370643,2.07385,4.9534779,0.14316802
Kepler-1397 b,3.0,,47.449955,,,,,,,299.67586,47.075844,14.089,770.0,0.0,1.09,1.12,,3.55,6026.0,4.37,,0.26392201,0.26392201,0.26392201,0.26392202,21.276,21.276,21.276,547.16386,547.16386,547.16386,Superterran,1.12,1.4819761,0.89993391,2.1073993,1.13987,1.9980063,1.2050902,1.9980063,1.100283,1.9980063,3.286884,3.1969048,0.45471407,0,0,0,0.32997456,1.71513,3.5881927,0.26392201
Kepler-1398 b,3.0,,2.7881568,,,,,,,294.86618,48.638985,13.71,793.0,0.01,1.13,1.18,,3.09,6126.0,4.34,,0.040372021,0.040372021,0.040372021,0.040372022,1077.9526,1077.9526,1077.9526,1459.8049,1459.8049,1459.8049,Terran,1.18,1.756955,0.97391205,2.2757313,1.2335684,2.1576005,1.304044,2.1576005,1.1907084,2.1576005,3.5788549,3.8420128,0.44968741,0,0,0,0.29315622,0.8968,0.65772873,0.040372021
Kepler-1398 c,3.0,,4.1382759,,,,,,,294.86618,48.638985,13.71,793.0,0.01,1.13,1.18,,3.09,6126.0,4.34,,0.052530959,0.052530959,0.052530959,0.052530961,636.69284,636.69284,636.69284,1279.7567,1279.7567,1279.7567,Terran,1.18,1.756955,0.97391205,2.2757313,1.2335684,2.1576005,1.304044,2.1576005,1.1907084,2.1576005,3.5788549,3.8420128,0.44968741,0,0,0,0.29502662,1.03132,1.0854299,0.052530959
Kepler-1399 b,3.0,,1.6386531,,,,,,,293.31168,46.041714,15.49,1256.0,-0.03,0.97,0.96,,4.37,5735.0,4.47,,0.026921017,0.026921017,0.026921017,0.026921018,1232.4857,1232.4857,1232.4857,1509.5252,1509.5252,1509.5252,Terran,0.96,0.89323309,0.71110362,1.6772802,0.90070195,1.5902141,0.9524781,1.5902141,0.86945994,1.5902141,2.5517973,1.8651959,0.45278878,0,0,0,0.28950947,1.25552,2.1128564,0.026921017
Kepler-14 b,3.0,2669.7552,6.790123,,0.035,90.0,,,,287.70881,47.33305,12.128,980.0,0.12,1.51,2.05,,2.2,6395.0,3.99,0.009395019,0.080541471,0.077674944,0.083309396,0.080504501,972.56237,907.34112,1043.7504,1422.4089,1398.2588,1448.0851,Jovian,2.05,6.2973606,1.8141619,4.2180109,2.2978219,3.9990592,2.4286002,3.9990592,2.2178905,3.9990592,6.7755266,6.7178564,0.46804499,0,0,0,0.071058657,12.73456,2669.7552,0.08049217
Kepler-140 b,3.0,,3.25427,0.045,,,,,0.0758,287.36947,46.768213,12.996,593.8,,,1.29,,,6077.0,4.27,,0.045,0.045,0.045,0.045000001,1004.1532,1004.1532,1004.1532,1434.1511,1434.1511,1434.1511,Superterran,1.29,2.0334103,1.0508728,2.458106,1.3310497,2.3305083,1.4071499,2.3305083,1.2848127,2.3305083,3.8501378,,,0,0,0,0.27500679,1.61424,3.2372384,0.045
Kepler-140 c,3.0,,91.353282,0.414,,,,,0.697,287.36947,46.768213,12.996,593.8,,,1.29,,,6077.0,4.27,,0.414,0.414,0.414,0.41400001,11.863814,11.863814,11.863814,472.82561,472.82561,472.82561,Superterran,1.29,2.0334103,1.0508728,2.458106,1.3310497,2.3305083,1.4071499,2.3305083,1.2848127,2.3305083,3.8501378,,,0,0,0,0.36930326,1.80481,3.9125102,0.414
Kepler-1400 b,3.0,,9.0668942,,,,,,,286.27165,45.440807,15.737,879.0,0.04,0.83,0.78,,4.57,5044.0,4.58,,0.079954201,0.079954201,0.079954201,0.079954203,55.194473,55.194473,55.194473,694.41454,694.41454,694.41454,Superterran,0.78,0.35284028,0.464276,1.1205631,0.58807359,1.0623945,0.62231653,1.0623945,0.56771873,1.0623945,1.6038098,0.54024704,0.4330821,0,0,0,0.29756252,1.62545,3.2754986,0.079954201
Kepler-1401 b,3.0,,11.200664,,,,,,,287.46604,40.758452,14.982,1242.0,0.04,1.07,1.1,,3.55,5964.0,4.39,,0.10018438,0.10018438,0.10018438,0.10018438,136.65469,136.65469,136.65469,871.06596,871.06596,871.06596,Superterran,1.1,1.3715908,0.86905162,2.0379694,1.1007559,1.9321804,1.1637983,1.9321804,1.0625377,1.9321804,3.1621033,2.8562057,0.45191576,0,0,0,0.2803666,1.6815,3.4695604,0.10018438
Kepler-1402 b,3.0,,2.0338791,,,,,,,291.84782,48.968132,14.621,681.0,0.03,0.9,0.87,,4.57,5416.0,4.53,,0.030325442,0.030325442,0.030325442,0.030325443,634.49395,634.49395,634.49395,1278.6503,1278.6503,1278.6503,Subterran,0.87,0.58350123,0.58548583,1.3943066,0.74159745,1.321929,0.78446833,1.321929,0.71590444,1.321929,2.0624558,1.0516464,0.44493002,0,0,0,0.28869423,0.76228,0.36733988,0.030325442
Kepler-1403 b,3.0,,5.194922,,,,,,,290.86771,38.960119,15.598,1801.0,0.03,1.11,1.15,,3.31,6060.0,4.36,,0.060767295,0.060767295,0.060767295,0.060767296,432.74795,432.74795,432.74795,1161.9934,1161.9934,1161.9934,Superterran,1.15,1.5979928,0.93255791,2.1821575,1.1811909,2.068884,1.2487406,2.068884,1.1401628,2.068884,3.4131171,3.4098076,0.45217217,0,0,0,0.25074257,2.14111,5.2293105,0.060767295
Kepler-1404 b,3.0,,15.931474,,,,,,,296.00943,50.498386,15.688,946.0,-0.09,0.84,0.8,,4.57,5261.0,4.56,,0.11688891,0.11688891,0.11688891,0.11688891,32.151056,32.151056,32.151056,606.65771,606.65771,606.65771,Superterran,0.8,0.4392804,0.51232415,1.2265599,0.64893063,1.1628896,0.68655478,1.1628896,0.62645846,1.1628896,1.7895123,0.78746947,0.43481445,0,0,0,0.29463936,2.00659,4.6838183,0.11688891
Kepler-1405 b,3.0,,28.227418,,,,,,,295.68484,39.256142,15.873,1605.0,0.03,1.05,1.07,,3.63,5925.0,4.4,,0.18436852,0.18436852,0.18436852,0.18436853,37.190847,37.190847,37.190847,629.1496,629.1496,629.1496,Neptunian,1.07,1.2641821,0.83631551,1.9630169,1.0592929,1.8611186,1.1199977,1.8611186,1.0225206,1.8611186,3.035768,2.6543573,0.45075343,0,0,0,0.20820895,3.95713,14.835971,0.18436852
Kepler-1406 b,3.0,,11.629058,,,,,,,292.08186,38.915023,13.256,587.0,0.04,1.05,1.12,,5.01,5892.0,4.36,,0.10207883,0.10207883,0.10207883,0.10207883,129.9883,129.9883,129.9883,860.24266,860.24266,860.24266,Terran,1.12,1.3544895,0.86741079,2.0376399,1.0986798,1.931868,1.1616746,1.931868,1.0605456,1.931868,3.1423286,2.5080575,0.47562086,0,0,0,0.30289792,1.09858,1.3612778,0.10207883
Kepler-1407 b,3.0,,20.07115,,,,,,,283.94243,41.4716,14.935,1275.0,0.05,1.1,1.15,,3.24,6010.0,4.36,,0.14917246,0.14917246,0.14917246,0.14917246,69.471222,69.471222,69.471222,735.52281,735.52281,735.52281,Superterran,1.15,1.5459029,0.92003717,2.155251,1.1653336,2.0433741,1.2320271,2.0433741,1.1248652,2.0433741,3.3570273,3.1197075,0.44920705,0,0,0,0.26093265,2.25321,5.702589,0.14917246
Kepler-1408 b,3.0,,2.9979319,,,,,,,282.69994,45.42577,12.003,426.0,0.0,1.21,1.35,,2.57,6170.0,4.25,,0.043349675,0.043349675,0.043349675,0.043349676,1259.2882,1259.2882,1259.2882,1517.666,1517.666,1517.666,Terran,1.35,2.3664473,1.1272602,2.6317009,1.4277993,2.4950921,1.5093189,2.4950921,1.3781811,2.4950921,4.1534807,4.2392625,0.44614444,0,0,0,0.29271287,0.88559,0.62873346,0.043349675
Kepler-1409 b,3.0,,0.76486493,,,,,,,290.08479,51.208603,15.168,722.0,-0.03,0.83,0.79,,4.79,5160.0,4.57,,0.015378904,0.015378904,0.015378904,0.015378905,1676.0649,1676.0649,1676.0649,1630.1127,1630.1127,1630.1127,Terran,0.79,0.39640729,0.48925784,1.1756462,0.61971529,1.1146185,0.6557167,1.1146185,0.59826021,1.1146185,1.6999439,0.65938958,0.43648915,0,0,0,0.29358304,1.04253,1.1283145,0.015378904
Kepler-141 b,3.0,,3.107675,0.039,,,,,0.128,297.9709,47.731678,13.448,303.83,,,0.79,,,4910.0,4.57,,0.039,0.039,0.039,0.039000001,213.66805,213.66805,213.66805,974.04676,974.04676,974.04676,Subterran,0.79,0.3249891,0.44840289,1.0880829,0.56796934,1.0315998,0.60113316,1.0315998,0.54831412,1.0315998,1.539211,,,0,0,0,0.28802138,0.69502,0.26380241,0.039
Kepler-141 c,3.0,,7.010606,0.067,,,,,0.221,297.9709,47.731678,13.448,303.83,,,0.79,,,4910.0,4.57,,0.067,0.067,0.067,0.067000002,72.39677,72.39677,72.39677,743.14696,743.14696,743.14696,Terran,0.79,0.3249891,0.44840289,1.0880829,0.56796934,1.0315998,0.60113316,1.0315998,0.54831412,1.0315998,1.539211,,,0,0,0,0.30161789,1.41246,2.5805743,0.067
Kepler-1410 b,3.0,,60.866168,,,,,,,290.5102,38.743544,15.757,367.0,0.01,0.63,0.6,,4.07,4092.0,4.67,,0.25954165,0.25954165,0.25954165,0.25954166,1.3425162,1.3425162,1.3425162,274.2362,274.2362,274.2362,Superterran,0.6,0.090434397,0.24339573,0.61324899,0.30829866,0.5814108,0.3266229,0.5814108,0.29761999,0.5814108,0.81195245,0.096023068,0.38749915,1,0,2,0.77589148,1.78239,3.8303511,0.25954165
Kepler-1411 b,3.0,,86.115089,,,,,,,286.36158,42.963924,15.831,1431.0,-0.04,0.95,0.92,,4.17,5664.0,4.49,,0.37509126,0.37509126,0.37509126,0.37509127,5.5473221,5.5473221,5.5473221,390.99009,390.99009,390.99009,Neptunian,0.92,0.78047191,0.66751836,1.5776013,0.84549737,1.4957094,0.89415873,1.4957094,0.81617852,1.4957094,2.3852967,1.6395854,0.44615803,0,0,0,0.40417655,2.82492,8.3714933,0.37509126
Kepler-1412 b,3.0,,3.6146051,,,,,,,292.18012,49.20248,13.219,639.0,0.04,1.06,1.27,,6.31,5880.0,4.25,,0.046987832,0.046987832,0.046987832,0.046987834,782.41032,782.41032,782.41032,1347.4217,1347.4217,1347.4217,Terran,1.27,1.7274496,0.98029368,2.3034969,1.24166,2.1839245,1.3128665,2.1839245,1.1985653,2.1839245,3.548677,2.4646558,0.49582873,0,0,0,0.29162812,0.82954,0.49738312,0.046987832
Kepler-1413 b,3.0,,13.182964,,,,,,,294.34165,46.498767,16.239,1162.0,-0.05,0.84,0.8,,4.68,5196.0,4.57,,0.10302549,0.10302549,0.10302549,0.1030255,39.378193,39.378193,39.378193,638.20302,638.20302,638.20302,Superterran,0.8,0.41797008,0.50145544,1.2033563,0.6351648,1.1408904,0.67203751,1.1408904,0.61317298,1.1408904,1.7455664,0.70426492,0.43654154,0,0,0,0.29737594,1.81602,3.9538581,0.10302549
Kepler-1414 b,3.0,,3.5157632,,,,,,,284.92858,42.42231,14.897,534.0,-0.02,0.8,0.75,,4.68,4951.0,4.59,,0.041997098,0.041997098,0.041997098,0.041997099,171.68973,171.68973,171.68973,922.21246,922.21246,922.21246,Terran,0.75,0.30281883,0.43202066,1.0465778,0.54721841,0.99224942,0.57914333,0.99224942,0.52828036,0.99224942,1.4857824,0.45485613,0.42949931,0,0,0,0.2971959,1.2331,2.0491991,0.041997098
Kepler-1415 b,3.0,,0.63642408,,,,,,,285.15691,47.873333,15.744,1066.0,0.12,0.89,0.84,,4.17,5267.0,4.54,,0.01392528,0.01392528,0.01392528,0.01392528,2508.9535,2508.9535,2508.9535,1803.0927,1803.0927,1803.0927,Terran,0.84,0.48651977,0.53899561,1.2901397,0.68271369,1.223169,0.72229195,1.223169,0.65907124,1.223169,1.8832762,0.81111171,0.43656024,0,0,0,0.28783359,1.28915,2.2098374,0.01392528
Kepler-1416 b,3.0,,1.4951495,,,,,,,298.66347,43.894073,14.22,807.0,0.03,1.09,1.15,,2.95,6019.0,4.35,,0.02632943,0.02632943,0.02632943,0.026329431,2243.359,2243.359,2243.359,1753.354,1753.354,1753.354,Terran,1.15,1.5551837,0.92228785,2.160085,1.1681841,2.0479571,1.2350315,2.0479571,1.127615,2.0479571,3.3670892,3.1586891,0.4408972,0,0,0,0.29222176,0.88559,0.62873346,0.02632943
Kepler-1417 b,3.0,,20.350521,,,,,,,290.94989,40.605215,13.914,656.0,0.02,1.02,1.02,,4.07,5839.0,4.43,,0.14681147,0.14681147,0.14681147,0.14681147,50.271625,50.271625,50.271625,678.38407,678.38407,678.38407,Terran,1.02,1.0835349,0.7783128,1.8307698,0.98582798,1.7357363,1.0424004,1.7357363,0.9516185,1.7357363,2.8105105,2.2677588,0.45501317,0,0,0,0.32047551,0.99769,0.96382171,0.14681147
Kepler-1418 b,3.0,,22.476443,,,,,,,282.99748,41.678551,15.037,499.0,0.0,0.77,0.72,,3.63,4770.0,4.61,,0.14283178,0.14283178,0.14283178,0.14283179,11.786299,11.786299,11.786299,472.05138,472.05138,472.05138,Superterran,0.72,0.24045131,0.38807438,0.94725998,0.49155529,0.8980865,0.52034231,0.8980865,0.47454625,0.8980865,1.3239676,0.32907404,0.40648031,0,0,0,0.37828214,1.65908,3.3913851,0.14283178
Kepler-1419 b,3.0,,42.521589,,,,,,,292.25464,37.97142,15.761,1444.0,0.04,1.01,1.01,,4.37,5796.0,4.43,,0.23916063,0.23916063,0.23916063,0.23916064,18.032898,18.032898,18.032898,525.0024,525.0024,525.0024,Neptunian,1.01,1.0314422,0.76134714,1.7928576,0.96434005,1.699792,1.0197183,1.699792,0.93088228,1.699792,2.7421185,2.099363,0.45892904,0,0,0,0.28136026,2.85855,8.541399,0.23916063
Kepler-142 b,3.0,,2.024152,0.032,,,,,0.0574,295.1189,48.481281,13.203,557.51,,,1.27,,,5790.0,4.26,,0.032,0.032,0.032,0.032000001,1586.0263,1586.0263,1586.0263,1607.7648,1607.7648,1607.7648,Superterran,1.27,1.6240909,0.95570173,2.2508886,1.2105143,2.134047,1.2800362,2.134047,1.1685166,2.134047,3.4408754,,,0,0,0,0.25571921,1.99538,4.6394796,0.032
Kepler-142 c,3.0,,4.761702,0.057,,,,,0.102,295.1189,48.481281,13.203,557.51,,,1.27,,,5790.0,4.26,,0.057,0.057,0.057,0.057000001,499.8741,499.8741,499.8741,1204.6477,1204.6477,1204.6477,Neptunian,1.27,1.6240909,0.95570173,2.2508886,1.2105143,2.134047,1.2800362,2.134047,1.1685166,2.134047,3.4408754,,,0,0,0,0.21768408,2.85855,8.541399,0.057
Kepler-142 d,3.0,,41.809118,0.242,,,,,0.434,295.1189,48.481281,13.203,557.51,,,1.27,,,5790.0,4.26,,0.242,0.242,0.242,0.24200001,27.731899,27.731899,27.731899,584.64173,584.64173,584.64173,Superterran,1.27,1.6240909,0.95570173,2.2508886,1.2105143,2.134047,1.2800362,2.134047,1.1685166,2.134047,3.4408754,,,0,0,0,0.29257497,2.16353,5.3226161,0.242
Kepler-1420 b,3.0,,6.6996001,,,,,,,296.20381,42.777832,15.883,923.0,-0.1,0.82,0.79,,4.9,5187.0,4.57,,0.065084877,0.065084877,0.065084877,0.065084879,95.553729,95.553729,95.553729,796.53859,796.53859,796.53859,Terran,0.79,0.40476954,0.49370388,1.1851459,0.62534647,1.1236252,0.66165564,1.1236252,0.60369507,1.1236252,1.7177806,0.68791141,0.43637728,0,0,0,0.30218603,1.27794,2.1773119,0.065084877
Kepler-1421 b,3.0,,6.9131112,,,,,,,286.58059,48.544197,12.788,675.0,0.05,1.25,1.42,,2.75,6335.0,4.23,,0.076488344,0.076488344,0.076488344,0.076488346,497.34906,497.34906,497.34906,1203.1236,1203.1236,1203.1236,Terran,1.42,2.9097241,1.237583,2.8803647,1.5675281,2.7308484,1.6568161,2.7308484,1.5130146,2.7308484,4.6056367,5.689944,0.45612474,0,0,0,0.29527014,0.93043,0.75050199,0.076488344
Kepler-1422 b,3.0,,18.605194,,,,,,,293.89018,48.336121,15.665,2081.0,0.0,1.15,1.23,,3.02,6194.0,4.32,,0.14393453,0.14393453,0.14393453,0.14393453,96.30608,96.30608,96.30608,798.10188,798.10188,798.10188,Superterran,1.23,1.9951873,1.0335563,2.4117931,1.309112,2.2865996,1.3838292,2.2865996,1.2636135,2.2865996,3.8137798,4.3434481,0.45060078,0,0,0,0.26751687,2.0178,4.7283306,0.14393453
Kepler-1423 b,3.0,,23.955378,,,,,,,288.24378,41.110081,14.553,449.0,-0.02,0.79,0.75,,4.68,4939.0,4.59,,0.15030979,0.15030979,0.15030979,0.1503098,13.273722,13.273722,13.273722,486.28748,486.28748,486.28748,Terran,0.75,0.29989366,0.4301687,1.042599,0.54487274,0.98847718,0.57666873,0.98847718,0.52601616,0.98847718,1.4785888,0.44371047,0.42770222,0,0,0,0.39156471,1.06495,1.2177294,0.15030979
Kepler-1424 b,3.0,,29.609174,,,,,,,290.99167,40.22932,13.619,620.0,0.01,1.02,1.07,,5.25,5838.0,4.39,,0.18850686,0.18850686,0.18850686,0.18850686,33.531907,33.531907,33.531907,613.06916,613.06916,613.06916,Terran,1.07,1.1915508,0.81623513,1.9200209,1.0338613,1.8203544,1.0931911,1.8203544,0.99798512,1.8203544,2.9472709,2.2638662,0.47473521,0,0,0,0.33191695,1.15463,1.6270695,0.18850686
Kepler-1425 b,3.0,,14.45413,,,,,,,294.95104,43.012436,13.572,499.0,-0.03,0.97,0.95,,4.07,5718.0,4.47,,0.1149286,0.1149286,0.1149286,0.1149286,65.44195,65.44195,65.44195,724.61775,724.61775,724.61775,Terran,0.95,0.86439543,0.70024118,1.6524303,0.88694371,1.566654,0.93794356,1.566654,0.85618105,1.566654,2.5102675,1.8115088,0.4474534,0,0,0,0.31384894,0.94164,0.78341907,0.1149286
Kepler-1426 b,3.0,,14.256323,,,,,,,292.54576,49.416973,15.192,1211.0,0.03,1.02,1.02,,4.07,5831.0,4.43,,0.11580162,0.11580162,0.11580162,0.11580162,80.358513,80.358513,80.358513,762.7863,762.7863,762.7863,Superterran,1.02,1.0776089,0.77655718,1.8270142,0.98360449,1.7321756,1.0400567,1.7321756,0.94947333,1.7321756,2.8028145,2.236804,0.45501317,0,0,0,0.29322946,1.55819,3.0487196,0.11580162
